query, wos_id, wos_title, PMID, search_result_rank, solr_score,Select
Das JK et al. (2016). Interventions for adolescent substance abuse: An overview of systematic reviews Journal of Adolescent Health 59: s61-75.,WOS:000228623800004,"Strada, MJ 2005 Innovations in adolescent substance abuse interventions. JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE",NA,2,14.657001,
Scheier LM and Grenard JL (2010). Influence of a nationwide social marketing campaign on adolescent drug use Journal of Health Communication 12(3) 240-271.,WOS:000277574300002,"Grenard, Jerry L. Scheier, Lawrence M. Scheier, Lawrence M. 2010 Influence of a Nationwide Social Marketing Campaign on Adolescent Drug Use JOURNAL OF HEALTH COMMUNICATION",20432107,1,22.982204,X
Scheier LM and Grenard JL (2010). Influence of a nationwide social marketing campaign on adolescent drug use Journal of Health Communication 12(3) 240-271.,WOS:000300383500006,"Scheier, Lawrence M. Holtz, Kristen D. Grenard, Jerry L. Scheier, Lawrence M. 2011 AN EMPIRICAL ASSESSMENT OF THE ABOVE THE INFLUENCE ADVERTISING CAMPAIGN JOURNAL OF DRUG EDUCATION",22455104,2,11.169281,
Orwin R. Cadell D Chu A Kalton G Maklan D Morin C Piesse A Sridharan S Steele D Taylor K & Tracy E. (2006). Evaluation of the National Youth Anti-Drug Media Campaign: 2004 Report of Findings National Institutes of Health National Institute on Drug Abuse; Bethesda MD. Accessed at: https://archives.drugabuse.gov/initiatives/westat/NSPY2004Report/Vol1/Report.pdf,WOS:000288871300078,"Waks, E. Bose, R. Waks, E. Solomon, G. S. Sridharan, D. Waks, E. Solomon, G. S. Bose, R. Waks, E. Sridharan, D. Sridharan, D. Bose, R. Bose, R. Sridharan, D. 2011 Observation of strong coupling through transmission modification of a cavity-coupled photonic crystal waveguide OPTICS EXPRESS",21445179,1,9.473439,
Orwin R. Cadell D Chu A Kalton G Maklan D Morin C Piesse A Sridharan S Steele D Taylor K & Tracy E. (2006). Evaluation of the National Youth Anti-Drug Media Campaign: 2004 Report of Findings National Institutes of Health National Institute on Drug Abuse; Bethesda MD. Accessed at: https://archives.drugabuse.gov/initiatives/westat/NSPY2004Report/Vol1/Report.pdf,WOS:000383277000011,"Sibilitz, K. L. Lund, K. Lund, K. Zwisler, A. D. Zwisler, A. D. Zwisler, A. D. Taylor, R. S. Taylor, R. S. Thygesen, L. C. Berg, S. K. 2016 Physical activity increases survival after heart valve surgery HEART",27056969,2,9.310165,
Stephenson MT. (2009). Sensation seeking as a moderator of the processing of anti-heroin PSA's Journal of Communication Studies 53(4): 358-380.,WOS:000186105300003,"Palmgreen, P Stephenson, MT 2001 Sensation seeking, perceived message sensation value, personal involvement, and processing of anti-marijuana PSAs COMMUNICATION MONOGRAPHS",NA,1,16.595215,
Stephenson MT. (2009). Sensation seeking as a moderator of the processing of anti-heroin PSA's Journal of Communication Studies 53(4): 358-380.,WOS:A1991BT70L00010,"PALMGREEN, P LORCH, E DONOHEW, L 1991 SENSATION SEEKING AND TARGETING OF TELEVISED ANTI-DRUG PSAS PERSUASIVE COMMUNICATION AND DRUG ABUSE PREVENTION",NA,2,10.598044,
Palmgreen P. Donohew L Lorch EP Hoyle RH & Stephenson MT (2001). Television campaigns and adolescent marijuana use: Tests of sensation seeking targeting American Journal of Public Health 91 292-296.,WOS:000170344900020,"Donohew, L Lorch, EP Hoyle, RH Palmgreen, P Stephenson, MT 2001 Television campaigns and adolescent marijuana use: Tests of sensation seeking targeting AMERICAN JOURNAL OF PUBLIC HEALTH",11211642,1,14.24165,
Palmgreen P. Donohew L Lorch EP Hoyle RH & Stephenson MT (2001). Television campaigns and adolescent marijuana use: Tests of sensation seeking targeting American Journal of Public Health 91 292-296.,WOS:000173277000003,"Stephenson, MT Donohew, RL Lorch, EP Palmgreen, P Hoyle, RH 2002 Reliability and validity of a brief measure of sensation seeking PERSONALITY AND INDIVIDUAL DIFFERENCES",NA,2,14.063614,
Farrelly MC Duke JC Nonnemaker J et al. Association Between The Real Cost Media Campaign and Smoking Initiation Among Youths -- United States 2014-2016. MMWR Morb Mortal Wkly Rep 2017;66:47-50. DOI: http://dx.doi.org/10.15585/mmwr.mm6602a2,WOS:000392900800002,"MacMonegle, Anna J. Nonnemaker, James Rao, Pamela Allen, Jane A. Rao, Pamela Delahanty, Janine C. Zhao, Xiaoquan Farrelly, Matthew C. Duke, Jennifer C. Zhao, Xiaoquan Alexander, Tesfa N. 2017 Association Between The Real Cost Media Campaign and Smoking Initiation Among Youths - United States, 2014-2016 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",28103214,1,20.91759,X
Farrelly MC Duke JC Nonnemaker J et al. Association Between The Real Cost Media Campaign and Smoking Initiation Among Youths -- United States 2014-2016. MMWR Morb Mortal Wkly Rep 2017;66:47-50. DOI: http://dx.doi.org/10.15585/mmwr.mm6602a2,WOS:000081722900019,"Talan, DA Pinner, RW Moran, GJ 1999 Bioterrorism alleging use of anthrax and interim guidelines for management - United States, 1998 (Reprinted from MMWR Morb Mortal Wkly Rep, vol 48, pg 69-74, 1999) ANNALS OF EMERGENCY MEDICINE",NA,2,12.852102,
Neil Seeman personal communication ,WOS:000366678600020,"Seeman, Neil Seeman, Neil 2015 Use data to challenge mental-health stigma NATURE",26672520,1,7.373806,
Neil Seeman personal communication ,WOS:000406943500005,"Reilly, Dennis K. Seeman, Neil Seeman, Neil Seeman, Neil Fogler, Sean 2017 Suicide Risk Factors in U.S. College Students: Perceptions Differ in Men and Women SUICIDOLOGY",NA,2,6.3859034,
Newton NC Champion KE Slade T Chapman C Stapinski L Koning Tonks Z Teesson M. 2017 May. A systematic review of combined student- and parent-based programs to prevent alcohol and other drug use among adolescents. Drug Alcohol Rev. 36(3):337-351. ,WOS:000401238500009,"Koning, Ina Champion, Katrina E. Teesson, Maree Tonks, Zoe Slade, Tim Chapman, Cath Stapinski, Lexine Newton, Nicola C. 2017 A systematic review of combined student- and parent-based programs to prevent alcohol and other drug use among adolescents DRUG AND ALCOHOL REVIEW",28334456,1,35.222305,X
Newton NC Champion KE Slade T Chapman C Stapinski L Koning Tonks Z Teesson M. 2017 May. A systematic review of combined student- and parent-based programs to prevent alcohol and other drug use among adolescents. Drug Alcohol Rev. 36(3):337-351. ,WOS:000315853300002,"Teesson, Maree Barrett, Emma L. Newton, Nicola C. Champion, Katrina E. 2013 A systematic review of school-based alcohol and other drug prevention programs facilitated by computers or the Internet DRUG AND ALCOHOL REVIEW",23039085,2,19.989767,
Centers For Disease Control And Prevention Public Health Service U S Department Of Health And Human Services. Guideline for Prescribing Opioids for Chronic Pain. J Pain Palliat Care Pharmacother. 2016 Jun;30(2):138-40. ,WOS:A1982NU78400002,"SCHWEIKER, RS 1982 STRATEGIES FOR DISEASE PREVENTION AND HEALTH PROMOTION IN THE DEPARTMENT-OF-HEALTH-AND-HUMAN-SERVICES PUBLIC HEALTH REPORTS",7089162,1,15.386024,
Centers For Disease Control And Prevention Public Health Service U S Department Of Health And Human Services. Guideline for Prescribing Opioids for Chronic Pain. J Pain Palliat Care Pharmacother. 2016 Jun;30(2):138-40. ,WOS:000376809500011,"Houry, Debra Baldwin, Grant 2016 Announcing the CDC guideline for prescribing opioids for chronic pain JOURNAL OF SAFETY RESEARCH",27178083,2,15.369319,
National Academies of Sciences Engineering and Medicine. 2017. Pain Management and the Opioid Epidemic: Balancing Societal and Individual Benefits and Risks of Prescription Opioid Use. Washington DC: The National Academies Press. Page 70. doi: https://doi.org/10.17226/24781. ,WOS:000412780300003,"Stanos, Steven P. 2017 National Academies of Sciences, Engineering, and Medicine (NASEM) PAIN MEDICINE",NA,1,19.630522,
National Academies of Sciences Engineering and Medicine. 2017. Pain Management and the Opioid Epidemic: Balancing Societal and Individual Benefits and Risks of Prescription Opioid Use. Washington DC: The National Academies Press. Page 70. doi: https://doi.org/10.17226/24781. ,WOS:000406659800010,"Clark, David J. Bonnie, Richard J. Kesselheim, Aaron S. 2017 Both Urgency and Balance Needed in Addressing Opioid Epidemic A Report From the National Academies of Sciences, Engineering, and Medicine JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION",28715551,2,16.54559,
GuyGP Zhang K Bohm MK Losby J Lewis B Young R Murphy LB & Dowell D. (2017). Vital signs: Changes in opioid prescribing in the United States 2006-2015. Morbidity and Mortality Weekly (MMWR). 66(26); 697-704. ,WOS:000404865800004,"Murphy, Louise B. Lewis, Brian Young, Randall Zhang, Kun Bohm, Michele K. Losby, Jan Guy, Gery P., Jr. Dowell, Deborah 2017 Vital Signs: Changes in Opioid Prescribing in the United States, 2006-2015 MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT",28683056,1,9.239894,
GuyGP Zhang K Bohm MK Losby J Lewis B Young R Murphy LB & Dowell D. (2017). Vital signs: Changes in opioid prescribing in the United States 2006-2015. Morbidity and Mortality Weekly (MMWR). 66(26); 697-704. ,WOS:A1957CFG2800008,"EKSTEIN, R 1957 PERSONALITY IN YOUNG-CHILDREN - MURPHY,LB SOCIAL CASEWORK",NA,2,7.455493,
VA and DoD. (2017). VA/DoD Clinical Practice Guideline for Opioid Therapy for Chronic Pain. Version 3.0. Retrieved at https://www.healthquality.va.gov/guidelines/pain/cot/. ,WOS:A1996UM41000001,"Krames, ES 1996 Intraspinal opioid therapy for chronic nonmalignant pain: Current practice and clinical guidelines JOURNAL OF PAIN AND SYMPTOM MANAGEMENT",8935137,1,14.450726,
VA and DoD. (2017). VA/DoD Clinical Practice Guideline for Opioid Therapy for Chronic Pain. Version 3.0. Retrieved at https://www.healthquality.va.gov/guidelines/pain/cot/. ,WOS:000394430600015,"Hansen, John 2017 Opiates for Chronic Pain PAIN PRACTICE",28098437,2,13.913506,
https://www.ama-assn.org/delivering-care/reversing-opioid-epidemic ,WOS:000222612200022,"Willett, W Wald, N 2004 Reversing the obesity epidemic LANCET",15246724,1,6.256159,
https://www.ama-assn.org/delivering-care/reversing-opioid-epidemic ,WOS:000386869800001,"Burke, Donald S. 2016 Forecasting the opioid epidemic SCIENCE",27811241,2,5.85472,
https://www.asam.org/education/resources/Opioid-Prescribing ,WOS:000403346300017,"Ross, Shelley 2017 Pain-management and opioid-prescribing tools and resources BRITISH COLUMBIA MEDICAL JOURNAL",NA,1,6.510529,
https://www.asam.org/education/resources/Opioid-Prescribing ,WOS:A1984RY43800042,"MADDEN, JS 1984 CURBS ON OPIOID PRESCRIBING LANCET",6140407,2,6.425599,
http://www.aafp.org/patient-care/clinical-recommendations/all/opioid-prescribing.html ,WOS:000227181700006,"Weiss, J 2005 A review of clinical experience and recommendations for improving patient care CUTIS",15773541,1,6.434064,
http://www.aafp.org/patient-care/clinical-recommendations/all/opioid-prescribing.html ,WOS:A1995QK26300006,"HARRIS, JM 1995 PAPANICOLAOU SMEAR RECOMMENDATIONS, PATIENT COMPLAINTS, AND PATIENT SATISFACTION IN MANAGED-CARE MEDICAL ORGANIZATIONS MEDICAL CARE",7861829,2,5.9932117,
https://pcss-o.org/ ,WOS:A1996VQ72200018,"McGoldrick, P 1996 Dual frequency PLL synthesizers target PCSs ELECTRONIC DESIGN",NA,1,4.570757,
https://pcss-o.org/ ,WOS:000401282400007,"Williams, Ellen D. 2017 Innovation for impact https://arpa-e.energy.gov MRS BULLETIN",NA,2,4.3761663,
https://www.samhsa.gov/medication-assisted-treatment/training-resources/opioid-courses ,WOS:000377528400014,"Vestal, Christine 2016 In Fighting An Opioid Epidemic, Medication-Assisted Treatment Is Effective But Underused HEALTH AFFAIRS",27269022,1,7.1171727,
https://www.samhsa.gov/medication-assisted-treatment/training-resources/opioid-courses ,WOS:000265008400020,"Magura, Stephen 2009 WHAT MORE DO WE NEED TO KNOW ABOUT MEDICATION-ASSISTED TREATMENT FOR PRESCRIPTION OPIOID ABUSERS? ADDICTION",19413789,2,6.7321715,
https://www.drugabuse.gov/nidamed-medical-health-professionals/tool-resources-your-practice/other-opioidprescribing-resources ,WOS:A1969F077400013,CHRISTMA.L 1969 COMMUNITY RESOURCES - ROLE OF OTHER PROFESSIONALS MEDICAL COLLEGE OF VIRGINIA QUARTERLY,NA,1,9.566761,
https://www.drugabuse.gov/nidamed-medical-health-professionals/tool-resources-your-practice/other-opioidprescribing-resources ,WOS:A1993KH30600050,"HALBWIRTH, S 1993 RECYCLE YOUR JOURNAL AND OTHER INFORMATION RESOURCES MEDICAL JOURNAL OF AUSTRALIA",8419775,2,8.961772,
National Governor's Association. 2016 July. A Compact to Fight Opioid Addiction. Retrieved at https://www.nga.org/cms/news/2016/opioid-compact. ,WOS:000390185100078,"Torrice, Michael 2016 Opioid epidemic continued CHEMICAL & ENGINEERING NEWS",NA,1,10.921092,
National Governor's Association. 2016 July. A Compact to Fight Opioid Addiction. Retrieved at https://www.nga.org/cms/news/2016/opioid-compact. ,WOS:000371115600007,"Dyer, Owen 2016 US governors seek to limit opioid prescribing BMJ-BRITISH MEDICAL JOURNAL",26912533,2,10.902153,
Marcus P.A. Thomas A.L. (2017). Prudent Prescribing: An Overview of Recent Federal and State Guidelines for Opioid Prescriptions. American Bar Association Health eSource. Opioid Epidemic Special Edition. 13(12). Retrieved at https://www.americanbar.org/publications/aba_health_esource/20162017/opioids/prescriptions.html. ,WOS:000351689700005,"DeVane, C. Lindsay 2015 An Epidemic of Opioid Prescriptions PHARMACOTHERAPY",25809174,1,13.409637,
Marcus P.A. Thomas A.L. (2017). Prudent Prescribing: An Overview of Recent Federal and State Guidelines for Opioid Prescriptions. American Bar Association Health eSource. Opioid Epidemic Special Edition. 13(12). Retrieved at https://www.americanbar.org/publications/aba_health_esource/20162017/opioids/prescriptions.html. ,WOS:000360053100002,"McCarberg, Bill 2015 Washington State Opioid Prescribing Guidelines PAIN MEDICINE",26285806,2,12.748091,
An Act Relative to Substance Use Treatment Education and Prevention. Chapter 52. Massachusetts Session Law. 2016. Retrieved at https://malegislature.gov/Laws/SessionLaws/Acts/2016/Chapter52. ,WOS:A1956CGZ7800014,"RICKERSHAUSER, CE 1956 STATUTORY CONSTRUCTION - CONFLICTING ACTS PASSED AT THE SAME SESSION - HIGHER CHAPTER NUMBER PREVAILS UCLA LAW REVIEW",NA,1,8.990773,
An Act Relative to Substance Use Treatment Education and Prevention. Chapter 52. Massachusetts Session Law. 2016. Retrieved at https://malegislature.gov/Laws/SessionLaws/Acts/2016/Chapter52. ,WOS:000387124100015,"Conklin, Thomas A. 2016 Knewton (An adaptive learning platform available at https://www.knewton.com/) ACADEMY OF MANAGEMENT LEARNING & EDUCATION",NA,2,8.931051,
State of Washington Department of Health. WSR-11-12-025. Permanent Rules. Medical Quality Assurance Commission. Retrieved at http://apps.leg.wa.gov/documents/laws/wsr/2011/12/11-12-025.htm. ,WOS:A1979HW42200052,"ANSON, G 1979 '12 X 11' - HINSON,M CLAVIER",NA,1,12.040867,
State of Washington Department of Health. WSR-11-12-025. Permanent Rules. Medical Quality Assurance Commission. Retrieved at http://apps.leg.wa.gov/documents/laws/wsr/2011/12/11-12-025.htm. ,WOS:A1987J703700002,"SCHULBERG, HC 1987 PROCEEDINGS OF THE STATE-OF-THE-ART SYMPOSIUM ON MENTAL-HEALTH ADMINISTRATION, WASHINGTON, DC, MARCH 11-12 1986 - INTRODUCTION ADMINISTRATION IN MENTAL HEALTH",NA,2,11.975583,
Boston Globe and Harvard T.H. Chan School of Public Health. Prescription painkiller abuse: Att itudes among adults in Massachusetts and the United States. May 2015. https://cdn1.sph.harvard.edu/wp content/uploads/sites/21/2015/05/Prescription-Painkiller-Poll-Report.pdf. ,WOS:000361580900018,"Monnat, Shannon M. Rigg, Khary K. 2015 Comparing Characteristics of Prescription Painkiller Misusers and Heroin Users in the United States ADDICTIVE BEHAVIORS",26253938,1,16.521309,
Boston Globe and Harvard T.H. Chan School of Public Health. Prescription painkiller abuse: Att itudes among adults in Massachusetts and the United States. May 2015. https://cdn1.sph.harvard.edu/wp content/uploads/sites/21/2015/05/Prescription-Painkiller-Poll-Report.pdf. ,WOS:000317910100009,"Garcia, Andrea M. 2013 State Laws Regulating Prescribing of Controlled Substances: Balancing the Public Health Problems of Chronic Pain and Prescription Painkiller Abuse and Overdose JOURNAL OF LAW MEDICINE & ETHICS",23590739,2,13.911447,
Commonwealth of Massachusetts Department of Public Health. Stop addiction in its tracks: Current statistics. 2016. http://www.mass.gov/eohhs/gov/departments/dph/stop-addiction/current-statistics.html. ,WOS:000073937200006,"Rawaf, S 1998 Public health and addiction: prevention CURRENT OPINION IN PSYCHIATRY",NA,1,12.081321,
Commonwealth of Massachusetts Department of Public Health. Stop addiction in its tracks: Current statistics. 2016. http://www.mass.gov/eohhs/gov/departments/dph/stop-addiction/current-statistics.html. ,WOS:000386153700002,"Darke, Shane 2016 Addiction Classics ADDICTION",27561855,2,11.632738,
