pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
18957203,WOS:000260130400018,GM53512,National Institutes of Health,USA,7,,
20033049,WOS:000272996000050,R01CA080942,National Institutes of Health,USA,7,,
19001139,WOS:000261295300011,AI68498,National Institutes of Health,USA,7,,
19706824,WOS:000269565800005,RO1CA130893,National Institutes of Health,USA,7,,
19494257,WOS:000266833900004,A1067294,National Institutes of Health,USA,7,,
19098919,WOS:000263178500010,2R37NS30843-11,National Institutes of Health,USA,7,,
19053174,WOS:000261913700023,AG000266,National Institutes of Health,USA,7,,
19632179,WOS:000268277000011,R01CA86017,National Institutes of Health,USA,7,,
18957203,WOS:000260130400018,GM37537,National Institutes of Health,USA,7,,
19808772,WOS:000271098700011,RO1CA122292-01,National Institutes of Health,USA,7,,
20159965,WOS:000275160800006,CA076674,National Institutes of Health,USA,7,,
18787762,WOS:000261180400009,U01-CA105689,National Institutes of Health,USA,7,,
19573809,WOS:000267786100006,R33CA128625,National Institutes of Health,USA,7,,
20194720,WOS:000275927600079,CA96547,National Institutes of Health,USA,7,,
20619696,WOS:000280418100016,AI077504,National Institutes of Health,USA,7,,
18997773,WOS:000261559900054,CA118165,National Institutes of Health,USA,7,,
18755739,WOS:000263834800003,GM-54438,National Institutes of Health,USA,7,,
19011611,WOS:000262360200032,AI055037,National Institutes of Health,USA,7,,
19047637,WOS:000261706600069,AI170251,National Institutes of Health,USA,7,,
19001271,WOS:000261489300081,CA113662,National Institutes of Health,USA,7,,
19342666,WOS:000265004700049,CA-04 6934,National Institutes of Health,USA,7,,
19202065,WOS:000263652900050,AI069208,National Institutes of Health,USA,7,,
18713980,WOS:000259511800018,R01A155037,National Institutes of Health,USA,7,,
19762283,WOS:000271779600006,1R21CA89883-01A1,National Institutes of Health,USA,7,,
19011611,WOS:000262360200032,NS041219-06,National Institutes of Health,USA,7,,
18787120,WOS:000259592400054,NIH-Al-18785,National Institutes of Health,USA,7,,
18997773,WOS:000261559900054,CA82515,National Institutes of Health,USA,7,,
19783675,WOS:000270830300060,A1038425,National Institutes of Health,USA,7,,
18775988,WOS:000260760800022,GM057959,National Institutes of Health,USA,7,,
20702778,WOS:000284599900026,CA18029,National Institutes of Health,USA,7,,
20530286,WOS:000281757400012,U-19 AI-57234,National Institutes of Health,USA,7,,
18809920,WOS:000261914300035,HHSN 26620050030C,National Institutes of Health,USA,7,,
19880495,WOS:000274287500006,P01CA094237,National Institutes of Health,USA,7,,
19168629,WOS:000263074600044,AI13013,National Institutes of Health,USA,7,,
19211796,WOS:000263844100069,1R01CA120409,National Institutes of Health,USA,7,,
20018619,WOS:000273447100009,CA101944,National Institutes of Health,USA,7,,
20110422,WOS:000276201000020,PO1CA94237,National Institutes of Health,USA,7,,
19234176,WOS:000263653100031,AI070305,National Institutes of Health,USA,7,,
20300138,WOS:000275849500007,AI044259,National Institutes of Health,USA,7,,
20150263,WOS:000275133100013,P50 CA086306,National Institutes of Health,USA,7,,
19366986,WOS:000267147100014,CA116444,National Institutes of Health,USA,7,,
19155468,WOS:000262842100005,DK65268,National Institutes of Health,USA,7,,
18973758,WOS:000262028500030,R01DK056008,National Institutes of Health,USA,7,,
21237630,WOS:000290196200023,CA114536,National Institutes of Health,USA,7,,
20627072,WOS:000279366200005,R01 CA057621,National Institutes of Health,USA,7,,
19047046,WOS:000264195600019,RO1-NS43987,National Institutes of Health,USA,7,,
19494257,WOS:000266833900004,A146530,National Institutes of Health,USA,7,,
19915147,WOS:000272254400054,R37 AI044628,National Institutes of Health,USA,7,,
19017962,WOS:000261220000035,AI052108,National Institutes of Health,USA,7,,
20697078,WOS:000282272700041,R01 DE19727,National Institutes of Health,USA,7,,
20819927,WOS:000282649800014,HL56067,National Institutes of Health,USA,7,,
21149657,WOS:000286319000024,1R21CA117152,National Institutes of Health,USA,7,,
21430779,WOS:000288702200062,K08DK075432-04,National Institutes of Health,USA,7,,
19187764,WOS:000263204500014,R01 CA93947,National Institutes of Health,USA,7,,
21487419,WOS:000291199200007,R21-CA135605,National Institutes of Health,USA,7,,
20300138,WOS:000275849500007,AR56113,National Institutes of Health,USA,7,,
20981102,WOS:000283548600049,CA57345,National Institutes of Health,USA,7,,
19644473,WOS:000268517600020,CA030002,National Institutes of Health,USA,7,,
20558731,WOS:000281404100012,PO1 CA109688,National Institutes of Health,USA,7,,
20371344,WOS:000276211100011,RO1 CA131270,National Institutes of Health,USA,7,,
18832696,WOS:000260025300031,R01CA096651,National Institutes of Health,USA,7,,
21383288,WOS:000293222200030,DP2OD002750,National Institutes of Health,USA,7,,
21149737,WOS:000285684200046,AI69208,National Institutes of Health,USA,7,,
19605698,WOS:000271270600011,AI048850,National Institutes of Health,USA,7,,
20689758,WOS:000280613500005,CA 120228-01,National Institutes of Health,USA,7,,
20133607,WOS:000274599500055,U19 AI082630,National Institutes of Health,USA,7,,
19628625,WOS:000271031300027,DK55670,National Institutes of Health,USA,7,,
18789730,WOS:000259708900019,U-19 Al-57234,National Institutes of Health,USA,7,,
20231499,WOS:000275582800010,RO1CA106592,National Institutes of Health,USA,7,,
19319144,WOS:000264501100016,AI49453,National Institutes of Health,USA,7,,
21487419,WOS:000291199200007,R01-CA085140,National Institutes of Health,USA,7,,
21149657,WOS:000286319000024,P01 CA132714,National Institutes of Health,USA,7,,
19597488,WOS:000268593200011,AG025708,National Institutes of Health,USA,7,,
19762487,WOS:000271727500020,CA 33399,National Institutes of Health,USA,7,,
18799141,WOS:000259708900002,R01 A1069259,National Institutes of Health,USA,7,,
20627072,WOS:000279366200005,R01 CA129523,National Institutes of Health,USA,7,,
20702778,WOS:000284599900026,CA136551,National Institutes of Health,USA,7,,
21383057,WOS:000288460300014,5R01A1007289,National Institutes of Health,USA,7,,
19109152,WOS:000262057200029,R01 CA 118944,National Institutes of Health,USA,7,,
19089397,WOS:000263843100003,R01DK076920-01A2,National Institutes of Health,USA,7,,
19632176,WOS:000268277000008,K99 CA129565,National Institutes of Health,USA,7,,
19783679,WOS:000270830300041,R01 AI044880,National Institutes of Health,USA,7,,
20601599,WOS:000280177400058,R01-AI083516,National Institutes of Health,USA,7,,
19167248,WOS:000263710500016,A141158,National Institutes of Health,USA,7,,
19299705,WOS:000264574600020,P30 AR033495,National Institutes of Health,USA,7,,
19187764,WOS:000263204500014,UO1 CA84313,National Institutes of Health,USA,7,,
19201846,WOS:000263126300021,AI49383,National Institutes of Health,USA,7,,
19017988,WOS:000261220000061,CA91837,National Institutes of Health,USA,7,,
20577054,WOS:000279544000030,RO1-AI077454,National Institutes of Health,USA,7,,
20173030,WOS:000275389000028,AI062888-01,National Institutes of Health,USA,7,,
21430779,WOS:000288702200062,CA146455,National Institutes of Health,USA,7,,
18812196,WOS:000261565500018,R01 A157266,National Institutes of Health,USA,7,,
19664943,WOS:000269338600016,A1071309,National Institutes of Health,USA,7,,
20033049,WOS:000272996000050,R01 CA122794,National Institutes of Health,USA,7,,
20458050,WOS:000278548000003,M01-RR-01066,National Institutes of Health,USA,7,,
21830940,WOS:000294205300008,K24 CA11787901,National Institutes of Health,USA,7,,
19752225,WOS:000270522500066,CA-04 6934,National Institutes of Health,USA,7,,
19632178,WOS:000268277000010,5P01DK053074-08,National Institutes of Health,USA,7,,
19299705,WOS:000264574600020,AR40072,National Institutes of Health,USA,7,,
20619696,WOS:000280418100016,AI42767,National Institutes of Health,USA,7,,
21487419,WOS:000291199200007,R01-CA096915,National Institutes of Health,USA,7,,
19380816,WOS:000275119200063,F31 CA 123708-02,National Institutes of Health,USA,7,,
19470921,WOS:000267133300023,R01CA115767,National Institutes of Health,USA,7,,
21262804,WOS:000288450900009,HL053670,National Institutes of Health,USA,7,,
19001271,WOS:000261489300081,CA071933,National Institutes of Health,USA,7,,
19178537,WOS:000262879100005,AI72265,National Institutes of Health,USA,7,,
20110422,WOS:000276201000020,RO1CA131027,National Institutes of Health,USA,7,,
21173223,WOS:000285915000057,R21-CA139168,National Institutes of Health,USA,7,,
18838547,WOS:000260603200017,HL31963,National Institutes of Health,USA,7,,
21098274,WOS:000285521500082,R01CA096915,National Institutes of Health,USA,7,,
19098919,WOS:000263178500010,2R01NS35685-06,National Institutes of Health,USA,7,,
20018619,WOS:000273447100009,CA132714,National Institutes of Health,USA,7,,
20601599,WOS:000280177400058,R01-HL097360,National Institutes of Health,USA,7,,
18591411,WOS:000258527000016,AI076989,National Institutes of Health,USA,7,,
21248270,WOS:000286381200008,R01 CA089440,National Institutes of Health,USA,7,,
19035456,WOS:000262618400015,TU2CA105666,National Institutes of Health,USA,7,,
21173223,WOS:000285915000057,R01-CA126642,National Institutes of Health,USA,7,,
21642685,WOS:000291349100026,N01CM62206,National Institutes of Health,USA,7,,
18599182,WOS:000259897700010,T23 AI 07363,National Institutes of Health,USA,7,,
20008522,WOS:000272987500018,AI38310,National Institutes of Health,USA,7,,
19596804,WOS:000268598800008,P01-HL57345,National Institutes of Health,USA,7,,
19011611,WOS:000262360200032,AI070967-01,National Institutes of Health,USA,7,,
19541645,WOS:000267564300051,CA095458,National Institutes of Health,USA,7,,
19850869,WOS:000271907400051,R01CA137008-01,National Institutes of Health,USA,7,,
18981115,WOS:000260913900034,R01 CA 104926,National Institutes of Health,USA,7,,
18768873,WOS:000259250400053,A1157168,National Institutes of Health,USA,7,,
19204112,WOS:000266008800009,DK064400,National Institutes of Health,USA,7,,
19366986,WOS:000267147100014,AI063402,National Institutes of Health,USA,7,,
19850869,WOS:000271907400051,1R01CA140594,National Institutes of Health,USA,7,,
19017988,WOS:000261220000061,AI67341,National Institutes of Health,USA,7,,
20530286,WOS:000281757400012,RO-1 CA85540,National Institutes of Health,USA,7,,
20382702,WOS:000278689700037,CA112287,National Institutes of Health,USA,7,,
20412787,WOS:000280024800024,R01 CA114478,National Institutes of Health,USA,7,,
21489712,WOS:000291711700002,CA 127264-02,National Institutes of Health,USA,7,,
20304086,WOS:000281304000006,P01 CA30206,National Institutes of Health,USA,7,,
20071660,WOS:000277619000007,F30 HL093985,National Institutes of Health,USA,7,,
20819927,WOS:000282649800014,AI056299,National Institutes of Health,USA,7,,
20068221,WOS:000275751300016,CA-106861,National Institutes of Health,USA,7,,
21383057,WOS:000288460300014,A1048667-06A1,National Institutes of Health,USA,7,,
20458050,WOS:000278548000003,P01-CA455481,National Institutes of Health,USA,7,,
20300138,WOS:000275849500007,AI061570,National Institutes of Health,USA,7,,
20516428,WOS:000282643600044,CA 129517,National Institutes of Health,USA,7,,
18787120,WOS:000259592400054,NIH-Al-22295,National Institutes of Health,USA,7,,
19171879,WOS:000265846300020,P01AI03971,National Institutes of Health,USA,7,,
19342374,WOS:000264657800037,AR050273,National Institutes of Health,USA,7,,
21487419,WOS:000291199200007,P01-CA080124,National Institutes of Health,USA,7,,
21149551,WOS:000285503000011,CA109729,National Institutes of Health,USA,7,,
19264470,WOS:000266223400011,HHSN2662050030C,National Institutes of Health,USA,7,,
19017952,WOS:000261220000025,R01-AI063418,National Institutes of Health,USA,7,,
11375052,WOS:000209091900005,AA44219,National Institutes of Health,USA,7,,
19801103,WOS:000270573100033,CA112593,National Institutes of Health,USA,7,,
19948826,WOS:000274111200046,CA106415,National Institutes of Health,USA,7,,
21430779,WOS:000288702200062,HG002668,National Institutes of Health,USA,7,,
20473332,WOS:000279892400001,RO1 109311,National Institutes of Health,USA,7,,
19783675,WOS:000270830300060,A1072115,National Institutes of Health,USA,7,,
21575865,WOS:000290932400011,R01CA132874,National Institutes of Health,USA,7,,
18757322,WOS:000259350200005,P30CA125123,National Institutes of Health,USA,7,,
20660365,WOS:000280705500009,CA69158,National Institutes of Health,USA,7,,
20619696,WOS:000280418100016,AI46653,National Institutes of Health,USA,7,,
20018620,WOS:000273447100021,CA126511,National Institutes of Health,USA,7,,
20048335,WOS:000278404500034,1R21CA108174-01,National Institutes of Health,USA,7,,
21173223,WOS:000285915000057,P01-CA080124,National Institutes of Health,USA,7,,
19783675,WOS:000270830300060,P01HL057345,National Institutes of Health,USA,7,,
20056794,WOS:000275981900010,R21 CA10262-01,National Institutes of Health,USA,7,,
20953201,WOS:000284262200008,R01 AI61570,National Institutes of Health,USA,7,,
19264470,WOS:000266223400011,AI071309,National Institutes of Health,USA,7,,
21933959,WOS:000295536000050,P01CA33049,National Institutes of Health,USA,7,,
19270154,WOS:000263918500001,RO1 CA105463-01,National Institutes of Health,USA,7,,
19804757,WOS:000270388600020,C06-RR15437-01,National Institutes of Health,USA,7,,
19171765,WOS:000266008800018,P01 CA18029,National Institutes of Health,USA,7,,
20458050,WOS:000278548000003,P41-RR014075,National Institutes of Health,USA,7,,
21680544,WOS:000291644700006,1P50CA58236-15,National Institutes of Health,USA,7,,
19204112,WOS:000266008800009,DK071167,National Institutes of Health,USA,7,,
21237630,WOS:000290196200023,CA18029,National Institutes of Health,USA,7,,
20738806,WOS:000282977800013,1RO1CA100443-01A1,National Institutes of Health,USA,7,,
18832696,WOS:000260025300031,2R37HL56067,National Institutes of Health,USA,7,,
19172691,WOS:000258716600013,AI072252,National Institutes of Health,USA,7,,
20033049,WOS:000272996000050,R01CA116020,National Institutes of Health,USA,7,,
19426220,WOS:000265409800010,CA113341,National Institutes of Health,USA,7,,
18713978,WOS:000259511800016,R01-CA86172,National Institutes of Health,USA,7,,
20018619,WOS:000273447100009,CA095128,National Institutes of Health,USA,7,,
21487419,WOS:000291199200007,R01-CA126642,National Institutes of Health,USA,7,,
18779347,WOS:000259656700013,NS036979,National Institutes of Health,USA,7,,
19001271,WOS:000261489300081,CA111423,National Institutes of Health,USA,7,,
19573809,WOS:000267786100006,R01CA085912,National Institutes of Health,USA,7,,
